"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"6620","Departing @JBA_NAFW for St. Charles Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!https://t.co/jR1DEUnm2h https://t.co/XF9sRwdV8u",2017-11-29,8392,40891,"Departing @JBA_NAFW for St. Charles Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!https://t.co/jR1DEUnm2h https://t.co/XF9sRwdV8u",1.9,"positive",49283,2017-11-01,2017-01-01,2017-11-27
"6626","Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!",2017-11-29,15251,85969,"Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!",2.25,"positive",101220,2017-11-01,2017-01-01,2017-11-27
"6631","Just won the lawsuit on leadership of Consumer Financial Protection Bureau CFPB. A big win for the Consumer!",2017-11-29,16517,82296,"Just won the lawsuit on leadership of Consumer Financial Protection Bureau CFPB. A big win for the Consumer!",1.55,"positive",98813,2017-11-01,2017-01-01,2017-11-27
"6634","“The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Consumer Confidence Index rose from 126.2 in October to 129.5 notching its best reading since December 2000...” https://t.co/iNOtT3K8Vn",2017-11-28,9606,41035,"“The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Consumer Confidence Index rose from 126.2 in October to 129.5 notching its best reading since December 2000...” https://t.co/iNOtT3K8Vn",1.75,"positive",50641,2017-11-01,2017-01-01,2017-11-27
"6639","Melania our great and very hard working First Lady who truly loves what she is doing always thought that “if you run you will win.” She would tell everyone that “no doubt he will win.” I also felt I would win (or I would not have run) - and Country is doing great!",2017-11-28,18592,113070,"Melania our great and very hard working First Lady who truly loves what she is doing always thought that “if you run you will win.” She would tell everyone that “no doubt he will win.” I also felt I would win (or I would not have run) - and Country is doing great!",1.25,"positive",131662,2017-11-01,2017-01-01,2017-11-27
"6642","New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us the much needed Tax Cuts to keep it all going! Democrats want big Tax Increases.",2017-11-28,16343,77845,"New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us the much needed Tax Cuts to keep it all going! Democrats want big Tax Increases.",2.05,"positive",94188,2017-11-01,2017-01-01,2017-11-27
"6643","The Tax Cut Bill is coming along very well great support. With just a few changes some mathematical the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",2017-11-27,16098,84043,"The Tax Cut Bill is coming along very well great support. With just a few changes some mathematical the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",2.85,"positive",100141,2017-11-01,2017-01-01,2017-11-27
"6646","Back in D.C. big week for Tax Cuts and many other things of great importance to our Country.  Senate Republicans will hopefully come through for all of us. The Tax Cut Bill is getting better and better. The end result will be great for ALL!",2017-11-27,17092,87273,"Back in D.C. big week for Tax Cuts and many other things of great importance to our Country. Senate Republicans will hopefully come through for all of us. The Tax Cut Bill is getting better and better. The end result will be great for ALL!",1.9,"positive",104365,2017-11-01,2017-01-01,2017-11-27
"6650","Wow even I didn’t realize we did so much. Wish the Fake News would report! Thank you. https://t.co/ApVbu2b0Jd",2017-11-25,19946,68715,"Wow even I didn’t realize we did so much. Wish the Fake News would report! Thank you. https://t.co/ApVbu2b0Jd",1.05,"positive",88661,2017-11-01,2017-01-01,2017-11-20
"6651",".@FoxNews is MUCH more important in the United States than CNN but outside of the U.S. CNN International is still a major source of (Fake) news and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",2017-11-25,34012,114917,".@FoxNews is MUCH more important in the United States than CNN but outside of the U.S. CNN International is still a major source of (Fake) news and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",1.15,"positive",148929,2017-11-01,2017-01-01,2017-11-20
"6654","Happy #SmallBusinessSaturday!A great day to support your community and America’s JOB creators by shopping locally at a #SmallBiz. #ShopSmall https://t.co/pBQaBHvl7k",2017-11-25,11353,52038,"Happy #SmallBusinessSaturday!A great day to support your community and America’s JOB creators by shopping locally at a #SmallBiz. #ShopSmall https://t.co/pBQaBHvl7k",2.75,"positive",63391,2017-11-01,2017-01-01,2017-11-20
"6655","Time Magazine called to say that I was PROBABLY going to be named “Man (Person) of the Year” like last year but I would have to agree to an interview and a major photo shoot. I said probably is no good and took a pass. Thanks anyway!",2017-11-24,43917,166537,"Time Magazine called to say that I was PROBABLY going to be named “Man (Person) of the Year” like last year but I would have to agree to an interview and a major photo shoot. I said probably is no good and took a pass. Thanks anyway!",2.25,"positive",210454,2017-11-01,2017-01-01,2017-11-20
"6664","My great honor to join our incredible men and women of the @USCG at the Lake Worth Inlet Station in Riviera Beach Florida today!#HappyThanksgiving https://t.co/C35HR9opbP",2017-11-23,11231,57994,"My great honor to join our incredible men and women of the @USCG at the Lake Worth Inlet Station in Riviera Beach Florida today!#HappyThanksgiving https://t.co/C35HR9opbP",3,"positive",69225,2017-11-01,2017-01-01,2017-11-20
"6665","HAPPY THANKSGIVING! https://t.co/nQhi7XopMW",2017-11-23,24675,101484,"HAPPY THANKSGIVING! https://t.co/nQhi7XopMW",1.55,"positive",126159,2017-11-01,2017-01-01,2017-11-20
"6666","Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan Iraq USS Monterey Turkey &amp; Bahrain. Then going to Coast Guard Quarters Florida.",2017-11-23,8630,52633,"Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M. Afghanistan Iraq USS Monterey Turkey &amp; Bahrain. Then going to Coast Guard Quarters Florida.",1.15,"positive",61263,2017-11-01,2017-01-01,2017-11-20
"6669","HAPPY THANKSGIVING your Country is starting to do really well. Jobs coming back highest Stock Market EVER Military getting really strong we will build the WALL V.A. taking care of our Vets great Supreme Court Justice RECORD CUT IN REGS lowest unemployment in 17 years....!",2017-11-23,44385,207605,"HAPPY THANKSGIVING your Country is starting to do really well. Jobs coming back highest Stock Market EVER Military getting really strong we will build the WALL V.A. taking care of our Vets great Supreme Court Justice RECORD CUT IN REGS lowest unemployment in 17 years....!",4.35,"positive",251990,2017-11-01,2017-01-01,2017-11-20
"6674","Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.",2017-11-22,15842,78387,"Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.",2.55,"positive",94229,2017-11-01,2017-01-01,2017-11-20
"6679","Today we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... https://t.co/fsS8B8f5UR",2017-11-21,14850,75318,"Today we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... https://t.co/fsS8B8f5UR",1.9,"positive",90168,2017-11-01,2017-01-01,2017-11-20
"6680","President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House. https://t.co/Zauqz4jfWv",2017-11-21,14628,64454,"President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House. https://t.co/Zauqz4jfWv",1.9,"positive",79082,2017-11-01,2017-01-01,2017-11-20
"6690","Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Will update soon with Secretary Zinke. Thank you!",2017-11-18,23532,128508,"Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Will update soon with Secretary Zinke. Thank you!",2.45,"positive",152040,2017-11-01,2017-01-01,2017-11-13
"6691","Today it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! #NCAAChampions🏆Photos: https://t.co/Ecl2phhzyl https://t.co/w8jE24pLwa",2017-11-17,10924,55054,"Today it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! #NCAAChampions🏆Photos: https://t.co/Ecl2phhzyl https://t.co/w8jE24pLwa",1.5,"positive",65978,2017-11-01,2017-01-01,2017-11-13
"6698","Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year! https://t.co/8FjefMj6hh",2017-11-16,16216,68106,"Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year! https://t.co/8FjefMj6hh",2.45,"positive",84322,2017-11-01,2017-01-01,2017-11-13
"6702","To the three UCLA basketball players I say:  You're welcome go out and give a big Thank You to President Xi Jinping of China who made.....",2017-11-16,18162,89067,"To the three UCLA basketball players I say: You're welcome go out and give a big Thank You to President Xi Jinping of China who made.....",1.25,"positive",107229,2017-11-01,2017-01-01,2017-11-13
"6706","...They should realize that these relationships are a good thing not a bad thing. The U.S. is being respected again. Watch Trade!",2017-11-15,15595,85167,"...They should realize that these relationships are a good thing not a bad thing. The U.S. is being respected again. Watch Trade!",1.25,"positive",100762,2017-11-01,2017-01-01,2017-11-13
"6712",".@foxandfriends will be showing much of our successful trip to Asia and the friendships &amp; benefits that will endure for years to come!",2017-11-15,9541,52255,".@foxandfriends will be showing much of our successful trip to Asia and the friendships &amp; benefits that will endure for years to come!",2.8,"positive",61796,2017-11-01,2017-01-01,2017-11-13
