"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"715","The money losing @politico is considered by many in the world of politics to be the dumbest and most slanted of the political sites. Losers!",2015-10-29,1266,2537,"The money losing @politico is considered by many in the world of politics to be the dumbest and most slanted of the political sites. Losers!",-1.15,"negative",3803,2015-10-01,2015-01-01
"727","Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!",2015-10-28,1370,3344,"Does anybody think that @CNBC will get their fictitious polling numbers corrected sometime prior to the start of the debate. Sad!",-1,"negative",4714,2015-10-01,2015-01-01
"728",".@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!",2015-10-28,810,1792,".@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!",-1.25,"negative",2602,2015-10-01,2015-01-01
"747","Remember that Carson Bush and Rubio are VERY weak on illegal immigration. They will do NOTHING to stop it. Our country will be overrun!",2015-10-25,3052,5357,"Remember that Carson Bush and Rubio are VERY weak on illegal immigration. They will do NOTHING to stop it. Our country will be overrun!",-2.4,"negative",8409,2015-10-01,2015-01-01
"757","I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.",2015-10-25,920,1912,"I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.",-1.5,"negative",2832,2015-10-01,2015-01-01
"764",".@JebBush is totally lost -- he spends too much time managing the bloated staff of his campaign &amp; not enough talking about America's future.",2015-10-24,1244,2643,".@JebBush is totally lost -- he spends too much time managing the bloated staff of his campaign &amp; not enough talking about America's future.",-1.75,"negative",3887,2015-10-01,2015-01-01
"813",".@MittRomney and his campaign manager should not be critical of candidates after they blew an election that should never have been lost!",2015-10-18,1504,3317,".@MittRomney and his campaign manager should not be critical of candidates after they blew an election that should never have been lost!",-1.35,"negative",4821,2015-10-01,2015-01-01
"814",".@MittRomney  can only speak negatively about my presidential chances because I have been openly hard on his terrible ""choke"" loss to Obama!",2015-10-18,1375,3011,".@MittRomney can only speak negatively about my presidential chances because I have been openly hard on his terrible ""choke"" loss to Obama!",-1.65,"negative",4386,2015-10-01,2015-01-01
"816","Jeb why did your brother attack and destabalize the Middle East by attacking Iraq when there were no weapons of mass destruction? Bad info?",2015-10-18,4401,5905,"Jeb why did your brother attack and destabalize the Middle East by attacking Iraq when there were no weapons of mass destruction? Bad info?",-2.35,"negative",10306,2015-10-01,2015-01-01
"818","Jeb Bush should stop trying to defend his brother and focus on his own shortcomings and how to fix them. Also Rubio is hitting him hard!",2015-10-18,1303,2738,"Jeb Bush should stop trying to defend his brother and focus on his own shortcomings and how to fix them. Also Rubio is hitting him hard!",-1,"negative",4041,2015-10-01,2015-01-01
"831","No @JebBush you’re pathetic for saying nothing happened during your brother’s term when the World Trade Center was attacked and came down.",2015-10-17,3717,5673,"No @JebBush you’re pathetic for saying nothing happened during your brother’s term when the World Trade Center was attacked and came down.",-1.1,"negative",9390,2015-10-01,2015-01-01
"835","Rumor has it that the grubby head of failing @VanityFair Magazine ""Sloppy"" Graydon Carter is going to be fired or replaced very soon?",2015-10-16,610,1444,"Rumor has it that the grubby head of failing @VanityFair Magazine ""Sloppy"" Graydon Carter is going to be fired or replaced very soon?",-2,"negative",2054,2015-10-01,2015-01-01
"843","Megyn Kelly has two really dumb puppets Chris Stirewalt &amp; Marc Threaten (a Bushy) who do exactly what she says. All polls say I won debates",2015-10-16,1348,3299,"Megyn Kelly has two really dumb puppets Chris Stirewalt &amp; Marc Threaten (a Bushy) who do exactly what she says. All polls say I won debates",-1,"negative",4647,2015-10-01,2015-01-01
"845","Why is the @GOP being asked to do a debate that is so much longer than the just-aired and very boring #DemDebate?",2015-10-15,1508,3124,"Why is the @GOP being asked to do a debate that is so much longer than the just-aired and very boring #DemDebate?",-1,"negative",4632,2015-10-01,2015-01-01
"877","Putin is not feeling too nervous or scared.   #DemDebate",2015-10-14,3810,7800,"Putin is not feeling too nervous or scared. #DemDebate",-1,"negative",11610,2015-10-01,2015-01-01
"885","Everybody's talking about my doing twitter during the likely very boring debate tonight. @realDonaldTrump #DemDebate",2015-10-13,2099,4572,"Everybody's talking about my doing twitter during the likely very boring debate tonight. @realDonaldTrump #DemDebate",-1,"negative",6671,2015-10-01,2015-01-01
"887","The arrogant young woman who questioned me in such a nasty fashion at No Labels yesterday was a Jeb staffer! HOW CAN HE BEAT RUSSIA &amp; CHINA?",2015-10-13,2294,3971,"The arrogant young woman who questioned me in such a nasty fashion at No Labels yesterday was a Jeb staffer! HOW CAN HE BEAT RUSSIA &amp; CHINA?",-1.35,"negative",6265,2015-10-01,2015-01-01
"896","President Obama was terrible on @60Minutes tonight. He said CLIMATE CHANGE is the most important thing not all of the current disasters!",2015-10-12,3747,7470,"President Obama was terrible on @60Minutes tonight. He said CLIMATE CHANGE is the most important thing not all of the current disasters!",-1,"negative",11217,2015-10-01,2015-01-01
"899","Little Barry Diller who lost a fortune on Newsweek and Daily Beast only writes badly about me. He is a sad and pathetic figure. Lives lie!",2015-10-10,1216,2838,"Little Barry Diller who lost a fortune on Newsweek and Daily Beast only writes badly about me. He is a sad and pathetic figure. Lives lie!",-3.25,"negative",4054,2015-10-01,2015-01-01
"926",".@EWErickson is a total low life--- read his past tweets. A dummy with no “it” factor. Will fade fast.",2015-10-08,1108,1778,".@EWErickson is a total low life--- read his past tweets. A dummy with no “it” factor. Will fade fast.",-1.1,"negative",2886,2015-10-01,2015-01-01
"940","Wacky @glennbeck who always seems to be crying (worse than Boehner) speaks badly of me only because I refuse to do his show--a real nut job!",2015-10-08,1407,2863,"Wacky @glennbeck who always seems to be crying (worse than Boehner) speaks badly of me only because I refuse to do his show--a real nut job!",-2.5,"negative",4270,2015-10-01,2015-01-01
"945",".@politico has no power  but so dishonest!",2015-10-07,1065,1942,".@politico has no power but so dishonest!",-1,"negative",3007,2015-10-01,2015-01-01
"946","I wonder why somebody doesn't do something about the clowns @politico and their totally dishonest reporting.",2015-10-07,1254,2668,"I wonder why somebody doesn't do something about the clowns @politico and their totally dishonest reporting.",-1,"negative",3922,2015-10-01,2015-01-01
"948","If Stuart Stevens' book is as bad as his horrible political advice to Mitt Romney don't waste your money. Arrogant guy but a zero!",2015-10-07,1017,1903,"If Stuart Stevens' book is as bad as his horrible political advice to Mitt Romney don't waste your money. Arrogant guy but a zero!",-2.4,"negative",2920,2015-10-01,2015-01-01
"953","Crooked @club4growth has given up advertising in Iowa on me—remember they wanted my million dollars—I said no—total frauds!",2015-10-06,1205,2484,"Crooked @club4growth has given up advertising in Iowa on me—remember they wanted my million dollars—I said no—total frauds!",-1,"negative",3689,2015-10-01,2015-01-01
"959","The incompetence of our current administration is beyond comprehension. TPP is a terrible deal.",2015-10-05,2996,4737,"The incompetence of our current administration is beyond comprehension. TPP is a terrible deal.",-1.5,"negative",7733,2015-10-01,2015-01-01
"977",".@MittRomney is trying to hit back at me because I'm saying that he let the Repub Party down w/ his loss to Obama. Should've won—he choked!",2015-10-01,2069,4505,".@MittRomney is trying to hit back at me because I'm saying that he let the Repub Party down w/ his loss to Obama. Should've won—he choked!",-1.5,"negative",6574,2015-10-01,2015-01-01
"989","I watched lightweight Senator  Marco Rubio who is all talk and no action defend his WEAK position on illegal immigration. Pathetic!",2015-09-30,2650,4218,"I watched lightweight Senator Marco Rubio who is all talk and no action defend his WEAK position on illegal immigration. Pathetic!",-1.35,"negative",6868,2015-09-01,2015-01-01
"1006","Marco Rubio is a member of the Gang Of Eight or very weak on stopping illegal immigration. Only changed when poll numbers crashed.",2015-09-26,2988,4113,"Marco Rubio is a member of the Gang Of Eight or very weak on stopping illegal immigration. Only changed when poll numbers crashed.",-3.3,"negative",7101,2015-09-01,2015-01-01
"1015",".@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....",2015-09-25,1747,2944,".@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....",-1.25,"negative",4691,2015-09-01,2015-01-01
"1024","The failing @politico news outlet which I hear is losing lots of money is really dishonest!",2015-09-24,1512,2664,"The failing @politico news outlet which I hear is losing lots of money is really dishonest!",-1.9,"negative",4176,2015-09-01,2015-01-01
"1026","Dishonest @nytimes reporter Jonathan Martin refused to acknowledge massive crowd surge forward… https://t.co/9Emtq4NdbZ",2015-09-24,1322,2358,"Dishonest @nytimes reporter Jonathan Martin refused to acknowledge massive crowd surge forward… https://t.co/9Emtq4NdbZ",-1.15,"negative",3680,2015-09-01,2015-01-01
"1033",".@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!",2015-09-24,2575,5345,".@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!",-1.25,"negative",7920,2015-09-01,2015-01-01
"1034","Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!",2015-09-24,2663,4211,"Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!",-1.25,"negative",6874,2015-09-01,2015-01-01
"1036",".@FoxNews has been treating me very unfairly &amp; I have therefore decided that I won't be doing any more Fox shows for the foreseeable future.",2015-09-23,5809,10419,".@FoxNews has been treating me very unfairly &amp; I have therefore decided that I won't be doing any more Fox shows for the foreseeable future.",-1,"negative",16228,2015-09-01,2015-01-01
"1038","Headline reads"" Rubio passes Bush in Florida poll"" -- Unfair because Trump destroys them both! Trump 31.5% Rubio 19.2% Bush 11.3%",2015-09-23,2295,4645,"Headline reads"" Rubio passes Bush in Florida poll"" -- Unfair because Trump destroys them both! Trump 31.5% Rubio 19.2% Bush 11.3%",-1.1,"negative",6940,2015-09-01,2015-01-01
